throughput,packet_loss,jitter
103.0,2.1,0.005
93.4,10.0,0.01
96.6,8.4,0.005
85.3,18.0,0.046
54.3,48.0,0.015
83.8,21.0,0.013
82.5,20.0,0.007
93.4,12.0,0.006
82.2,22.0,0.008
67.5,35.0,0.008
84.5,18.0,0.015
88.5,17.0,0.223
78.2,26.0,0.057
76.9,24.0,0.143
85.7,19.0,0.01
93.9,12.0,0.026
97.0,7.2,0.006
99.8,4.6,0.011
104.0,0.65,0.063
103.0,1.7,0.013
104.0,1.3,0.058
104.0,0.71,0.015
105.0,0.0,0.087
105.0,0.045,0.031
103.0,1.1,0.042
103.0,1.6,0.042
105.0,0.74,0.008
102.0,1.8,0.01
103.0,1.5,0.021
103.0,2.4,0.011
103.0,2.1,0.011
101.0,2.7,0.021
103.0,2.5,0.005
102.0,2.3,0.005
102.0,1.9,0.044
104.0,1.6,0.063
103.0,1.9,0.024
102.0,2.2,0.009
102.0,2.2,0.009
103.0,1.8,0.105
102.0,1.9,0.017
104.0,1.6,0.016
103.0,1.5,0.013
103.0,2.5,0.01
103.0,1.9,0.246
102.0,2.3,0.117
102.0,2.6,0.179
103.0,1.3,0.005
103.0,1.7,0.019
103.0,1.5,0.006
102.0,3.2,0.01
102.0,2.7,0.008
104.0,1.5,0.032
103.0,1.7,0.005
103.0,1.8,0.005
103.0,1.7,0.013
103.0,1.6,0.014
103.0,2.5,0.505
103.0,1.8,0.483
103.0,1.4,0.027
104.0,0.93,0.005
103.0,1.9,0.018
103.0,1.5,0.011
103.0,1.5,0.005
103.0,1.9,0.325
102.0,2.8,0.009
103.0,2.3,0.312
103.0,1.9,0.236
103.0,1.5,0.015
102.0,3.0,0.522
103.0,2.2,0.005
104.0,1.1,0.016
103.0,1.5,0.009
102.0,2.4,0.092
102.0,2.5,0.017
103.0,1.6,0.56
103.0,1.6,0.228
103.0,1.9,0.096
103.0,1.8,0.422
102.0,2.4,0.327
103.0,1.9,0.016
103.0,2.1,0.393
103.0,1.5,0.333
103.0,1.5,0.198
104.0,0.78,0.403
102.0,2.5,0.049
104.0,1.2,0.364
104.0,1.6,0.039
102.0,2.6,0.201
103.0,1.5,0.158
103.0,1.9,0.404
103.0,2.1,0.087
104.0,0.97,0.019
103.0,1.4,0.102
103.0,1.9,0.38
103.0,2.0,0.08
104.0,0.95,0.154
103.0,1.6,0.236
103.0,2.1,0.037
102.0,2.2,0.111
104.0,1.5,0.053
102.0,2.1,0.029
104.0,1.1,0.566
102.0,2.7,0.302
104.0,1.0,0.447
103.0,1.4,0.005
103.0,2.1,0.334
104.0,1.0,0.269
103.0,1.7,0.144
103.0,1.3,0.32
103.0,2.1,0.412
102.0,2.8,0.334
104.0,1.0,0.677
103.0,1.3,0.006
105.0,1.2,0.006
103.0,1.1,0.578
102.0,2.7,0.189
103.0,1.5,0.255
102.0,2.3,0.218
104.0,2.0,0.005
102.0,2.1,0.034
103.0,1.3,0.152
103.0,1.5,0.368
104.0,1.2,0.237
100.0,4.1,0.188
102.0,3.1,0.194
103.0,2.1,0.26
103.0,1.8,0.099
103.0,1.8,0.041
103.0,1.6,0.038
103.0,2.4,0.027
102.0,2.5,0.102
103.0,1.4,0.48
104.0,1.4,0.221
104.0,0.92,0.088
103.0,1.0,0.822
104.0,2.1,0.011
102.0,2.0,0.098
104.0,1.2,0.015
104.0,1.2,0.015
105.0,0.0,0.019
105.0,0.045,0.014
105.0,0.0,0.01
104.0,0.5,0.009
103.0,2.4,0.009
102.0,1.7,0.114
104.0,1.2,0.035
103.0,2.0,0.007
103.0,1.5,0.007
103.0,2.1,0.013
104.0,1.4,0.005
101.0,3.2,0.019
103.0,2.2,0.005
102.0,1.6,0.161
103.0,1.8,0.047
104.0,1.2,0.029
103.0,2.3,0.008
102.0,1.4,0.086
104.0,1.2,0.006
103.0,1.7,0.006
103.0,1.3,0.061
103.0,1.5,0.09
105.0,0.85,0.006
101.0,2.4,0.25
103.0,2.2,0.079
103.0,2.6,0.011
102.0,1.9,0.006
102.0,2.0,0.028
104.0,1.7,0.006
102.0,1.5,0.085
105.0,1.2,0.011
101.0,2.9,0.049
103.0,2.3,0.005
103.0,1.3,0.037
103.0,2.6,0.009
102.0,1.4,0.063
103.0,2.3,0.023
104.0,1.2,0.029
104.0,1.5,0.005
103.0,1.6,0.007
103.0,1.8,0.008
104.0,0.73,0.006
104.0,1.4,0.005
103.0,1.5,0.025
103.0,1.9,0.006
103.0,1.9,0.005
102.0,2.4,0.071
103.0,2.8,0.005
103.0,1.7,0.012
103.0,1.8,0.018
103.0,1.7,0.016
101.0,2.8,0.174
104.0,2.5,0.005
103.0,1.2,0.006
104.0,1.1,0.009
102.0,2.4,0.04
102.0,1.9,0.008
103.0,2.1,0.005
102.0,1.7,0.075
103.0,2.0,0.043
103.0,1.4,0.035
103.0,1.7,0.057
103.0,2.4,0.006
103.0,1.6,0.121
102.0,1.3,0.092
104.0,1.6,0.006
104.0,0.77,0.009
103.0,2.0,0.138
102.0,1.5,0.026
103.0,2.1,0.006
103.0,2.0,0.009
103.0,1.6,0.005
103.0,1.3,0.009
103.0,1.9,0.006
104.0,1.1,0.007
103.0,1.6,0.005
103.0,1.5,0.007
103.0,2.2,0.011
103.0,2.1,0.007
103.0,0.9,0.021
103.0,1.6,0.005
104.0,0.81,0.026
104.0,1.2,0.043
103.0,1.6,0.005
104.0,0.82,0.01
104.0,0.86,0.006
104.0,1.3,0.01
103.0,1.3,0.02
103.0,1.3,0.005
104.0,0.86,0.103
101.0,3.1,0.008
103.0,1.5,0.005
103.0,1.6,0.017
104.0,1.1,0.024
103.0,2.2,0.242
102.0,2.4,0.049
104.0,0.63,0.009
104.0,1.2,0.024
104.0,1.2,0.009
103.0,1.4,0.005
103.0,1.7,0.005
103.0,1.4,0.008
103.0,1.3,0.006
103.0,1.5,0.005
104.0,1.2,0.009
103.0,1.9,0.006
104.0,0.62,0.006
103.0,1.4,0.008
103.0,1.5,0.012
104.0,1.2,0.006
103.0,1.5,0.515
103.0,1.9,0.011
104.0,1.3,0.18
104.0,0.93,0.011
104.0,1.1,0.482
103.0,1.7,0.115
103.0,1.8,0.379
102.0,2.3,0.011
103.0,1.8,0.029
103.0,1.9,0.202
105.0,0.0,0.107
105.0,0.21,0.097
105.0,0.0,0.074
104.0,0.056,0.431
103.0,1.5,0.008
104.0,0.8,0.345
103.0,2.1,0.187
103.0,1.6,0.048
103.0,1.7,0.008
103.0,2.5,0.05
103.0,1.4,0.363
103.0,1.9,0.313
103.0,1.2,0.555
103.0,1.6,0.007
103.0,2.0,0.014
102.0,2.6,0.413
103.0,1.2,0.012
104.0,1.1,0.287
103.0,1.8,0.88
103.0,2.0,0.319
103.0,1.5,0.393
102.0,2.4,0.194
103.0,1.6,0.243
102.0,2.8,0.131
102.0,2.5,0.213
103.0,1.7,0.13
102.0,2.2,0.149
101.0,3.6,0.409
104.0,1.2,0.208
103.0,1.8,0.219
103.0,1.7,0.823
102.0,3.1,0.435
103.0,1.9,0.099
103.0,1.7,0.235
103.0,2.1,0.297
103.0,2.3,0.151
103.0,1.2,0.278
101.0,3.6,0.472
104.0,0.81,0.036
103.0,1.3,0.038
102.0,2.4,0.071
103.0,1.4,0.037
102.0,2.6,0.026
103.0,1.5,0.076
103.0,1.9,0.208
103.0,1.8,0.049
103.0,1.8,0.056
102.0,2.0,0.174
104.0,1.1,0.183
103.0,2.2,0.024
102.0,2.2,0.155
98.4,6.3,0.072
79.7,24.0,0.084
77.9,25.0,0.005
97.2,7.8,0.055
93.6,11.0,0.008
102.0,2.3,0.068
103.0,1.7,0.022
99.6,4.4,0.074
67.5,36.0,0.122
71.1,32.0,0.036
11.2,30.0,29.494
74.0,62.0,0.087
25.4,37.0,0.262
42.6,75.0,0.092
21.3,37.5,0.046
0.0,0.0,0.0
82.1,69.0,0.296
105.0,1.0,0.034
105.0,0.0,0.011
104.0,0.34,0.012
105.0,0.0,0.029
103.0,1.8,0.007
102.0,2.1,0.032
102.0,3.0,0.018
103.0,1.7,0.013
104.0,1.3,0.005
103.0,1.6,0.01
102.0,1.9,0.197
102.0,3.0,0.076
104.0,1.2,0.016
102.0,3.4,0.008
104.0,0.91,0.005
103.0,1.4,0.02
103.0,2.2,0.014
102.0,3.0,0.012
103.0,1.4,0.008
103.0,1.1,0.02
104.0,1.5,0.008
103.0,1.4,0.047
104.0,1.5,0.013
103.0,2.5,0.005
101.0,2.6,0.045
104.0,1.1,0.013
103.0,2.2,0.006
102.0,1.8,0.062
104.0,0.87,0.067
104.0,2.1,0.005
102.0,1.8,0.018
102.0,1.9,0.208
103.0,2.3,0.006
103.0,1.5,0.006
104.0,0.91,0.005
102.0,2.5,0.024
103.0,1.7,0.027
102.0,2.5,0.062
104.0,1.4,0.032
104.0,1.2,0.005
103.0,1.5,0.008
103.0,1.7,0.017
104.0,1.6,0.005
103.0,2.0,0.038
102.0,2.9,0.194
103.0,1.7,0.022
102.0,2.4,0.006
103.0,2.2,0.007
101.0,3.4,0.024
104.0,2.0,0.156
103.0,1.6,0.008
102.0,2.3,0.005
105.0,0.078,0.056
105.0,0.1,0.112
104.0,0.5,0.017
104.0,0.34,0.012
103.0,1.4,0.018
103.0,1.3,0.065
104.0,1.0,0.006
102.0,2.6,0.005
103.0,1.3,0.04
103.0,2.4,0.021
104.0,1.3,0.005
103.0,1.5,0.036
104.0,1.8,0.283
103.0,1.3,0.023
104.0,0.9,0.02
103.0,1.7,0.005
104.0,1.1,0.138
103.0,1.5,0.005
103.0,2.0,0.006
103.0,1.6,0.432
103.0,2.0,0.005
104.0,1.2,0.008
104.0,1.0,0.033
103.0,1.6,0.005
103.0,1.5,0.012
103.0,1.5,0.034
103.0,1.3,0.144
102.0,2.0,0.013
103.0,2.0,0.006
104.0,0.99,0.005
103.0,1.5,0.007
104.0,1.0,0.005
103.0,2.3,0.094
102.0,2.9,0.01
104.0,0.95,0.005
103.0,1.7,0.365
103.0,2.0,0.008
104.0,1.1,0.012
102.0,2.7,0.482
103.0,1.5,0.006
104.0,0.74,0.012
103.0,1.4,0.008
103.0,1.7,0.516
102.0,1.7,0.144
104.0,1.3,0.008
103.0,1.6,0.032
103.0,2.2,0.247
103.0,1.9,0.022
104.0,1.2,0.421
103.0,1.4,0.513
104.0,1.1,0.515
102.0,2.6,0.037
102.0,2.4,0.006
103.0,2.0,0.007
103.0,2.3,0.265
103.0,1.1,0.009
104.0,1.2,0.565
103.0,2.0,0.33
104.0,1.6,0.055
103.0,1.9,0.326
103.0,1.8,0.429
103.0,1.3,0.007
103.0,1.6,0.488
103.0,1.8,0.469
103.0,2.2,0.281
103.0,2.1,0.535
102.0,2.4,0.296
103.0,1.6,0.188
103.0,2.1,0.533
103.0,1.8,0.445
104.0,1.2,0.389
102.0,2.4,0.172
103.0,2.4,0.099
103.0,1.7,0.616
104.0,1.2,0.596
103.0,2.1,0.46
104.0,1.3,0.137
104.0,1.2,0.168
101.0,3.6,0.051
29.5,0.0,0.051
77.1,57.0,0.165
104.0,0.9,0.39
105.0,1.0,0.011
103.0,0.92,0.067
103.0,1.9,0.077
104.0,1.1,0.015
102.0,1.9,0.24
103.0,1.3,0.366
104.0,0.98,0.564
104.0,1.5,0.06
103.0,1.3,0.391
103.0,1.9,0.03
103.0,1.5,0.016
103.0,1.3,0.468
104.0,1.9,0.034
103.0,0.97,0.029
104.0,0.95,0.356
104.0,1.3,0.043
103.0,1.8,0.288
103.0,2.1,0.073
104.0,1.5,0.025
102.0,1.7,0.081
103.0,1.5,0.188
103.0,2.4,0.024
103.0,1.2,0.011
102.0,1.7,0.085
104.0,0.54,0.378
104.0,1.2,0.148
104.0,1.1,0.009
103.0,1.6,0.085
104.0,0.82,0.114
104.0,0.55,0.028
103.0,2.7,0.028
103.0,1.1,0.045
51.5,0.55,0.0225
0.0,0.0,0.0
94.7,70.0,0.028
102.0,1.8,0.183
104.0,1.7,0.048
102.0,1.8,0.056
105.0,0.8,0.079
104.0,0.16,0.069
104.0,0.25,0.105
106.0,0.078,0.049
102.0,1.6,0.124
105.0,0.83,0.047
104.0,1.3,0.032
104.0,1.1,0.023
102.0,2.9,0.026
102.0,1.8,0.025
103.0,1.5,0.071
103.0,1.4,0.061
103.0,1.1,0.134
103.0,2.6,0.025
103.0,2.1,0.009
102.0,2.3,0.017
102.0,2.1,0.079
103.0,2.0,0.026
103.0,1.4,0.03
101.0,3.4,0.033
103.0,2.0,0.038
103.0,2.0,0.111
104.0,1.6,0.028
102.0,2.4,0.047
103.0,1.5,0.095
104.0,1.7,0.028
104.0,1.3,0.026
103.0,1.1,0.15
104.0,1.7,0.028
103.0,0.95,0.237
104.0,0.84,0.581
104.0,1.6,0.038
103.0,1.2,0.408
103.0,2.1,0.027
103.0,1.2,0.104
104.0,1.2,0.055
104.0,1.2,0.025
103.0,1.7,0.026
102.0,1.8,0.064
102.0,2.9,0.024
102.0,2.8,0.017
102.0,2.0,0.072
105.0,0.66,0.024
102.0,2.7,0.049
104.0,1.6,0.006
103.0,1.5,0.043
104.0,1.4,0.043
103.0,1.7,0.053
104.0,1.1,0.024
102.0,2.0,0.034
103.0,2.1,0.048
103.0,1.4,0.056
103.0,2.5,0.025
103.0,0.99,0.047
103.0,1.3,0.047
104.0,1.6,0.025
103.0,1.3,0.048
104.0,1.9,0.018
102.0,1.8,0.006
104.0,1.6,0.091
105.0,0.36,0.025
103.0,1.7,0.035
103.0,1.3,0.007
104.0,1.2,0.025
102.0,2.5,0.032
104.0,1.3,0.046
104.0,1.1,0.069
104.0,0.83,0.03
103.0,2.0,0.026
103.0,1.2,0.023
102.0,2.2,0.174
105.0,0.71,0.026
104.0,1.0,0.029
102.0,2.6,0.016
80.9,3.0,0.025
57.4,54.0,0.024
103.0,1.7,0.037
103.0,1.4,0.034
103.0,2.0,0.026
103.0,1.6,0.021
104.0,1.6,0.024
102.0,2.8,0.045
103.0,1.0,0.035
104.0,1.3,0.024
104.0,1.2,0.025
103.0,1.7,0.028
103.0,1.3,0.032
104.0,0.64,0.025
103.0,1.5,0.033
103.0,1.5,0.026
104.0,0.92,0.028
103.0,1.6,0.023
103.0,1.3,0.032
105.0,0.76,0.03
59.13,24.705,0.05425
13.260000000000002,48.65,0.0785
104.0,0.91,0.025
103.0,1.5,0.103
103.0,1.4,0.027
104.0,1.1,0.007
104.0,1.1,0.025
103.0,1.8,0.029
102.0,2.5,0.023
104.0,1.0,0.025
102.0,2.5,0.029
103.0,2.4,0.024
103.0,1.8,0.024
102.0,3.2,0.025
103.0,1.4,0.102
51.5,0.7,0.051
0.0,0.0,0.0
71.3,71.0,0.042
104.0,1.0,0.092
104.0,1.2,0.025
104.0,1.1,0.188
103.0,1.6,0.035
103.0,2.3,0.189
103.0,2.2,0.031
103.0,1.6,0.024
104.0,1.3,0.418
105.0,0.0,0.025
105.0,0.045,0.103
79.6,24.0,0.072
64.5,37.0,0.011
32.25,18.5,0.0055
0.0,0.0,0.0
26.9,91.0,1.055
67.4,36.0,0.011
3.16,0.0,0.015
69.1,67.0,0.027
83.2,20.0,0.02
100.0,4.8,0.403
88.4,14.0,0.02
34.5,3.6,0.018
28.386666666666663,28.8,0.10733333333333332
28.386666666666663,28.8,0.10733333333333332
22.27333333333333,54.0,0.19666666666666666
96.0,8.6,0.167
102.0,2.6,0.02
103.0,1.9,0.079
102.0,2.8,0.417
103.0,1.6,0.313
104.0,1.3,0.779
102.0,2.8,0.485
103.0,1.4,0.264
103.0,2.1,0.305
101.0,3.8,0.299
101.0,3.4,0.388
103.0,1.6,0.293
103.0,1.9,0.145
102.0,2.9,0.297
103.0,1.4,0.403
104.0,0.93,0.147
103.0,1.5,0.094
103.0,1.5,0.266
103.0,1.4,0.109
102.0,2.4,0.354
104.0,1.6,0.035
101.0,3.2,0.122
101.0,3.0,0.287
103.0,1.7,0.356
20.7,5.5,0.11
50.8,73.0,0.204
104.0,1.4,0.068
102.0,2.0,0.074
102.0,2.3,0.391
103.0,1.9,0.315
104.0,1.4,0.103
103.0,1.6,0.284
103.0,1.8,0.123
104.0,1.0,0.035
102.0,1.9,0.316
103.0,2.9,0.029
103.0,1.4,0.352
104.0,1.7,0.028
102.0,1.9,0.273
103.0,2.3,0.054
103.0,1.7,0.019
102.0,2.0,0.257
103.0,2.1,0.226
104.0,1.1,0.027
103.0,1.1,0.043
103.0,1.6,0.068
71.925,1.55,0.082
40.85,1.5,0.096
49.8,78.0,0.025
103.0,1.0,0.339
103.0,2.3,0.064
102.0,2.1,0.21
102.0,2.5,0.14
103.0,2.0,0.092
103.0,1.7,0.103
104.0,0.82,0.014
102.0,2.3,0.093
102.0,2.4,0.105
103.0,1.9,0.024
103.0,1.7,0.051
103.0,1.8,0.13
103.0,1.5,0.069
104.0,1.6,0.022
102.0,2.3,0.119
103.0,1.9,0.15
103.0,1.8,0.127
103.0,2.5,0.054
105.0,0.4,0.025
103.0,1.6,0.041
104.0,0.9,0.186
103.0,1.8,0.095
104.0,1.2,0.174
103.0,2.6,0.007
103.0,1.9,0.07
103.0,1.0,0.05
104.0,2.0,0.025
102.0,2.3,0.074
104.0,1.2,0.027
101.0,3.0,0.026
104.0,1.2,0.027
103.0,1.7,0.037
104.0,1.4,0.029
103.0,0.87,0.091
103.0,1.9,0.036
104.0,0.94,0.103
103.0,2.7,0.014
102.0,2.3,0.049
103.0,2.7,0.026
103.0,1.5,0.039
104.0,1.1,0.019
103.0,2.4,0.025
101.0,2.4,0.117
103.0,2.0,0.122
103.0,2.5,0.025
103.0,1.8,0.027
104.0,1.2,0.013
102.0,2.3,0.028
102.0,1.8,0.038
103.0,2.2,0.024
102.0,1.9,0.055
104.0,1.2,0.052
103.0,1.5,0.058
104.0,1.7,0.02
104.0,0.0,0.069
105.0,0.0,0.031
105.0,0.034,0.038
104.0,0.19,0.025
103.0,1.7,0.026
103.0,1.6,0.035
104.0,1.5,0.025
102.0,2.1,0.073
103.0,2.2,0.037
103.0,2.2,0.033
102.0,2.4,0.031
103.0,1.5,0.04
104.0,1.4,0.025
102.0,2.0,0.024
104.0,0.76,0.028
102.0,2.5,0.063
104.0,1.2,0.041
102.0,2.1,0.034
104.0,1.0,0.025
104.0,1.1,0.046
102.0,1.6,0.08
103.0,1.3,0.036
103.0,2.9,0.007
103.0,1.6,0.031
102.0,2.2,0.044
103.0,1.8,0.025
102.0,2.0,0.029
103.0,1.9,0.009
104.0,0.85,0.074
102.0,2.2,0.026
103.0,1.7,0.026
103.0,1.6,0.031
103.0,1.2,0.026
103.0,2.3,0.075
45.7,1.0,0.362
88.1,46.0,0.035
105.0,0.0,0.093
105.0,0.0,0.128
105.0,0.3,0.045
103.0,1.2,0.024
103.0,2.4,0.026
103.0,1.6,0.024
103.0,1.9,0.024
103.0,2.1,0.025
102.0,2.6,0.03
102.0,2.8,0.025
102.0,2.4,0.032
105.0,0.91,0.024
103.0,2.0,0.052
103.0,2.1,0.025
102.0,2.7,0.026
103.0,1.9,0.149
102.0,2.4,0.224
103.0,1.8,0.025
104.0,1.1,0.269
101.0,3.0,0.028
104.0,1.2,0.028
103.0,1.4,0.025
103.0,2.1,0.025
102.0,2.5,0.026
104.0,1.0,0.026
102.0,2.2,0.025
103.0,1.8,0.031
104.0,0.79,0.014
104.0,1.0,0.01
103.0,2.1,0.025
51.5,1.05,0.0125
0.0,0.0,0.0
60.3,79.0,0.033
103.0,1.8,0.028
104.0,1.3,0.025
104.0,1.2,0.026
102.0,2.5,0.68
104.0,0.83,0.017
103.0,2.1,0.038
104.0,1.1,0.033
103.0,2.1,0.235
6.42,0.0,0.025
33.3,84.0,0.104
102.0,2.6,0.045
102.0,2.4,0.031
102.0,2.4,0.025
104.0,1.6,0.034
102.0,2.4,0.034
103.0,2.4,0.026
103.0,1.7,0.036
102.0,1.5,0.411
104.0,1.3,0.312
103.0,2.2,0.491
104.0,0.94,0.097
104.0,0.84,0.191
103.0,1.5,0.027
104.0,1.2,0.077
103.0,1.7,0.025
104.0,1.4,0.136
102.0,2.2,0.325
102.0,2.4,0.024
103.0,2.4,0.311
103.0,2.1,0.187
103.0,1.8,0.031
104.0,1.2,0.153
102.0,2.3,0.049
103.0,1.3,0.033
104.0,0.78,0.115
103.0,1.4,0.256
103.0,1.3,0.025
102.0,2.2,0.054
103.0,1.9,0.417
103.0,1.5,0.331
103.0,1.5,0.025
105.0,0.28,0.099
103.0,1.2,0.359
103.0,1.9,0.115
103.0,2.2,0.379
102.0,2.4,0.026
104.0,0.94,0.26
104.0,0.79,0.155
72.425,1.02,0.10975
40.85,1.25,0.0645
37.9,84.0,0.369
104.0,0.82,0.179
106.0,0.0,0.025
104.0,0.0,0.079
104.0,0.34,0.219
103.0,1.5,0.154
103.0,1.8,0.06
104.0,0.67,0.112
103.0,1.8,0.108
103.0,1.8,0.086
103.0,1.7,0.052
102.0,2.3,0.055
102.0,3.2,0.057
102.0,1.9,0.259
104.0,1.3,0.03
102.0,2.9,0.048
103.0,1.8,0.148
104.0,1.4,0.033
102.0,2.6,0.037
101.0,1.9,0.031
105.0,1.1,0.226
102.0,2.8,0.355
103.0,1.7,0.065
104.0,1.0,0.035
102.0,2.4,0.074
102.0,2.0,0.232
104.0,1.1,0.032
103.0,1.2,0.264
103.0,2.0,0.075
103.0,1.7,0.302
104.0,0.9,0.036
103.0,1.7,0.264
103.0,1.5,0.417
103.0,2.2,0.045
102.0,1.9,0.143
102.0,2.0,0.398
104.0,1.2,0.036
103.0,1.9,0.041
103.0,1.8,0.043
103.0,1.7,0.086
102.0,2.7,0.036
103.0,1.4,0.174
103.0,2.2,0.027
103.0,2.0,0.026
103.0,1.5,0.029
103.0,1.0,0.123
103.0,1.8,0.14
104.0,1.3,0.078
103.0,2.0,0.02
103.0,1.6,0.048
102.0,2.6,0.058
103.0,1.6,0.085
103.0,2.2,0.025
103.0,2.0,0.024
103.0,1.9,0.028
104.0,1.5,0.023
103.0,1.4,0.048
104.0,1.4,0.039
103.0,1.3,0.335
104.0,1.7,0.029
105.0,0.46,0.111
102.0,1.9,0.031
103.0,2.9,0.025
103.0,1.5,0.036
103.0,2.1,0.02
102.0,2.5,0.025
104.0,1.6,0.022
103.0,1.9,0.022
102.0,1.6,0.043
104.0,1.1,0.025
99.7,2.2,0.048
106.0,1.6,0.028
104.0,0.93,0.034
89.3,15.0,0.076
61.175,16.25,0.08925
61.175,16.25,0.08925
33.05,17.5,0.1025
46.8,85.0,0.012
77.2,28.0,0.024
24.7,76.0,0.025
80.1,24.0,0.027
90.8,13.0,0.024
61.575,10.5,0.01525
61.575,10.5,0.01525
32.35,8.0,0.0065
94.5,72.0,0.027
98.5,6.1,0.038
100.0,3.6,0.038
103.0,2.7,0.032
102.0,2.5,0.032
103.0,1.3,0.026
102.0,2.2,0.025
104.0,0.94,0.048
103.0,1.1,0.058
103.0,1.9,0.025
103.0,1.3,0.029
104.0,1.1,0.03
102.0,2.4,0.031
103.0,2.3,0.061
104.0,0.92,0.026
103.0,1.8,0.024
104.0,1.0,0.025
102.0,2.7,0.013
103.0,1.6,0.014
103.0,2.1,0.033
102.0,3.0,0.027
103.0,1.4,0.063
103.0,1.8,0.036
102.0,2.4,0.025
104.0,1.2,0.027
104.0,0.84,0.022
104.0,1.1,0.043
104.0,0.98,0.024
104.0,1.2,0.025
105.0,0.62,0.08
103.0,1.7,0.025
103.0,1.9,0.028
104.0,0.82,0.094
103.0,1.5,0.029
103.0,1.2,0.025
103.0,1.6,0.086
104.0,0.9,0.025
104.0,0.72,0.054
105.0,0.0,0.055
105.0,0.0,0.074
105.0,0.2,0.026
105.0,0.37,0.267
104.0,0.75,0.021
104.0,1.1,0.027
104.0,0.77,0.091
104.0,0.84,0.027
104.0,1.3,0.025
104.0,1.2,0.024
103.0,1.3,0.026
104.0,1.4,0.111
104.0,1.0,0.025
103.0,1.9,0.03
103.0,1.7,0.025
104.0,0.59,0.027
103.0,1.4,0.029
104.0,1.5,0.025
104.0,0.98,0.025
52.445,0.49,0.0125
0.89,0.0,0.0
105.0,0.96,0.38
103.0,1.1,0.041
103.0,2.3,0.049
51.5,1.15,0.0245
0.0,0.0,0.0
94.7,64.0,0.025
103.0,1.9,0.051
102.0,2.3,0.027
102.0,2.7,0.027
102.0,2.7,0.027
102.0,2.3,0.227
103.0,1.7,0.026
102.0,2.3,0.025
104.0,1.2,0.395
103.0,2.0,0.022
102.0,2.1,0.025
70.5,24.8,0.09025
39.0,47.5,0.1555
104.0,0.83,0.025
104.0,1.3,0.029
104.0,0.77,0.321
103.0,2.0,0.026
103.0,1.6,0.286
103.0,2.3,0.091
101.0,2.5,0.028
104.0,0.99,0.01
102.0,2.5,0.152
104.0,1.4,0.067
102.0,1.9,0.028
103.0,2.3,0.045
103.0,1.3,0.024
103.0,1.6,0.104
102.0,2.4,0.075
103.0,1.6,0.025
103.0,1.5,0.103
103.0,1.6,0.02
104.0,0.73,0.039
102.0,2.9,0.207
102.0,2.8,0.09
103.0,2.1,0.026
103.0,1.7,0.434
103.0,1.4,0.024
103.0,1.9,0.027
103.0,1.7,0.247
103.0,2.2,0.07
102.0,2.4,0.028
104.0,0.59,0.25
102.0,2.5,0.286
102.0,2.9,0.026
104.0,0.99,0.046
103.0,1.8,0.354
104.0,1.2,0.106
104.0,0.75,0.219
103.0,1.8,0.294
103.0,2.1,0.03
104.0,0.76,0.609
103.0,1.7,0.235
103.0,2.3,0.171
103.0,1.8,0.139
103.0,1.4,0.432
102.0,2.5,0.154
103.0,2.0,0.137
103.0,2.1,0.205
103.0,2.3,0.177
103.0,2.2,0.075
102.0,2.2,0.163
104.0,1.3,0.054
103.0,1.2,0.178
73.93333333333334,15.503333333333334,0.17916666666666667
73.93333333333334,15.503333333333334,0.17916666666666667
73.93333333333334,15.503333333333334,0.17916666666666667
44.86666666666667,29.80666666666667,0.18033333333333335
102.0,3.0,0.291
103.0,1.9,0.13
103.0,1.6,0.459
103.0,2.0,0.476
102.0,2.3,0.032
103.0,1.8,0.26
103.0,2.2,0.105
103.0,1.9,0.354
102.0,2.4,0.139
102.0,2.2,0.447
103.0,1.9,0.151
103.0,1.8,0.172
103.0,1.3,0.289
103.0,1.5,0.136
102.0,3.2,0.078
103.0,1.5,0.227
104.0,1.4,0.114
103.0,2.0,0.029
103.0,0.81,0.307
104.0,1.4,0.044
102.0,1.8,0.292
102.0,3.3,0.091
51.0,1.65,0.0455
51.0,1.65,0.0455
51.0,1.65,0.0455
51.0,1.65,0.0455
51.0,1.65,0.0455
51.0,1.65,0.0455
51.0,1.65,0.0455
0.0,0.0,0.0
63.2,93.0,0.459
105.0,0.56,0.049
103.0,1.5,0.383
105.0,1.4,0.025
103.0,1.1,0.027
103.0,1.4,0.939
104.0,2.3,0.025
104.0,1.0,0.025
103.0,1.3,0.035
104.0,1.1,0.042
106.0,0.1,0.012
105.0,0.0,0.017
104.0,0.17,0.042
105.0,0.51,0.023
104.0,0.16,0.02
104.0,0.11,0.066
105.0,0.38,0.025
104.0,0.1,0.026
105.0,0.022,0.034
81.6,21.581,0.105
58.2,43.14,0.176
105.0,0.17,0.081
105.0,0.022,0.025
105.0,0.15,0.026
105.0,0.056,0.046
105.0,0.18,0.033
105.0,0.0,0.023
105.0,0.16,0.021
104.0,0.0,0.033
104.0,0.3,0.033
104.0,0.18,0.063
68.9,0.2075,0.05675
33.8,0.235,0.0505
39.6,84.0,0.022
104.0,0.0,0.048
104.0,0.89,0.037
105.0,0.19,0.024
104.0,0.4,0.024
104.0,0.22,0.364
105.0,0.045,0.033
105.0,0.0,0.048
106.0,0.11,0.024
104.0,0.28,0.055
105.0,0.067,0.047
105.0,0.47,0.031
104.0,0.19,0.024
104.0,0.29,0.023
105.0,0.43,0.088
105.0,0.0,0.128
104.0,0.17,0.036
105.0,0.31,0.075
